x,y,class
3.7717905512136674,6.823504153963731,0
2.4903478182483463,5.561925698388814,0
3.4438632327454255,6.333674327374267,0
2.3563815971671094,3.7765968477755734,0
1.7472046399500738,6.77749035583191,0
2.2952997241437663,3.9432607249694946,1
3.166673495372529,6.635031436892106,0
1.8731741912432565,2.2693222471351753,1
4.955912308250694,3.3900933226879264,1
2.896781148206442,6.410598501938372,0
2.646568251242801,1.3835258113489675,1
4.126635922106507,4.9200684916365764,0
3.8416312640736363,2.750541419839051,1
2.315989102262783,4.659550796189873,1
2.842332983836184,5.256723497298209,1
2.9829795861385593,3.379151735555082,1
3.5785214977288784,3.349654456993174,1
2.7319966290486195,6.802456395796395,0
2.6520878506738472,6.15634896910398,0
2.866298440331561,4.0777438059762625,1
2.8671194224130443,2.7022091205982717,1
2.371912440358421,2.518972881539212,1
2.1387743149452976,7.910064953099034,0
4.099659595887113,3.6552637307225977,1
2.3121623889713177,1.7859225969058794,1
4.188029792352301,6.3169426119248495,0
2.0871777745558413,7.1170162880958525,0
1.4592029855553752,3.0632619942003316,1
2.1122142523698875,4.019203531776073,0
2.364153921621119,6.6764332949464995,0
3.298238174206056,7.3263858966870306,0
1.6840925894884788,5.538415395185291,0
4.764052345967664,6.400157208367223,0
2.501967549307695,7.929532053816986,0
2.34759141761298,2.609046624812399,1
2.9383735979043526,2.8926947237088254,1
3.144043571160878,7.454273506962975,0
3.6915387510701865,3.694749143656006,1
1.9997846526104353,4.455228903222388,0
4.1394006845433005,4.765174179646348,0
1.6657415285972466,1.6532824942024447,1
2.646006088746516,4.625048706581981,0
3.6722947570124354,6.407461836241111,0
1.8956166605715494,6.052165079260974,0
4.64813493220756,3.164227755487334,1
3.4937417773491886,2.8838960609656334,1
1.2441094165622806,3.450934461805915,1
3.177426142253753,5.598219063791738,0
2.9607171817725044,4.831906502258803,0
1.7071430902765514,6.267050869349183,0
3.1565065379653756,3.232181036200276,1
3.6140793703460803,6.922206671566527,0
3.402341641177549,5.315189909059686,0
1.9547466338530453,4.211145289682701,1
2.559077367707409,2.719644504815491,1
1.8348501592166435,6.9008264869541875,0
3.0105000207208206,7.785870493905835,0
2.6308181620575564,2.7606208224240736,1
3.0494949816500907,3.4938367762809563,1
3.910178908092592,3.317218215191302,1
3.6252314510271875,4.397942344393252,0
3.045758517301446,5.812816149974166,0
2.544467496482657,6.017479159025057,0
4.2302906807277205,7.202379848784411,0
2.362562974447771,2.6027281856712023,1
2.6005509707371246,3.370055887847519,1
0.34082776200325915,3.606319524359381,1
3.3563663971744018,6.706573168191948,0
4.364531848102471,2.3105508154500622,1
2.3054321402686346,5.85036545967233,0
1.8525313475888976,5.562179955255566,0
4.178779571159651,5.820075164187649,0
2.457138523983282,3.4160500462614256,1
2.0144892623158492,1.5281649925364131,1
1.5759390910174684,2.506680116637806,1
3.313067701650901,5.145904260698275,0
2.6151201908187245,3.094351589317074,1
2.25524517795156,5.173561461340985,0
4.867557990149967,5.022722120123589,0
1.7295150015142664,6.969396708158011,0
1.1569304498433515,2.5220259959595133,1
2.8093465064186005,2.6051504859665497,1
3.1419531633207796,2.680671582854905,1
3.920858823780819,6.318727652943021,0
2.4026839310346375,2.762078270263993,1
2.9317583946753687,7.713342721649367,0
3.7732529774025996,1.8161193598066823,1
3.640131526097592,1.3830439556891656,1
2.7930963238360285,3.8801789120807824,1
3.5210648764527583,2.4242120301869337,1
3.7610377251469935,6.121675016492828,0
0.4470101841659213,6.653618595440361,0
3.9787379841057393,8.240893199201459,0
2.1292028508181184,5.421150335235584,0
3.5238910238342056,3.0884220870446613,1
4.466578715574178,3.852551939461232,1
2.88183595487143,2.3198217960031497,1
1.3698016530339554,6.462782255525775,0
4.494484544491369,0.9300149749864675,1
3.1549474256969163,6.378162519602173,0
2.8894593427675273,4.0201727117158,1
